,Symbol,Name,Sector,Industry
5738,VERO,Venus Concept Inc. Common Stock,Health Care,Medical/Dental Instruments
5739,VERU,Veru Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5740,VERV,Verve Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5741,VERX,Vertex Inc. Class A Common Stock,Technology,EDP Services
5742,VERY,Vericity Inc. Common Stock,Finance,Life Insurance
5743,VFC,V.F. Corporation Common Stock,Consumer Discretionary,Apparel
5744,VFL,Delaware Investments National Municipal Income Fund Common Stock,Finance,Finance/Investors Services
5746,VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
5747,VGR,Vector Group Ltd. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5748,VGZ,Vista Gold Corp Common Stock,,
5749,VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies
5750,VHI,Valhi Inc. Common Stock,Industrials,Multi-Sector Companies
5753,VIA,Via Renewables Inc. Class A Common Stock,Utilities,Power Generation
5755,VIAV,Viavi Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
5756,VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components
5757,VIEW,View Inc. Class A Common Stock,Consumer Discretionary,Electronic Components
5759,VIGL,Vigil Neuroscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5760,VII,7GC & Co. Holdings Inc. Class A common stock,Industrials,Consumer Electronics/Appliances
5763,VINC,Vincerx Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5764,VINO,Gaucho Group Holdings Inc. Common Stock,Finance,Real Estate
5765,VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5766,VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,Industrial Specialties
5767,VIRI,Virios Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5768,VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
5769,VIRX,Viracta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5770,VISL,Vislink Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
5771,VITL,Vital Farms Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
5772,VIVE,Viveve Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5773,VIVK,Vivakor Inc. Common Stock,Energy,Oilfield Services/Equipment
5774,VIVO,Meridian Bioscience Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
5776,VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
5777,VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5778,VLCN,Volcon Inc. Common stock,,
5779,VLDR,Velodyne Lidar Inc. Common Stock,Industrials,Industrial Machinery/Components
5781,VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,Food Chains
5782,VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
5783,VLON,Vallon Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5785,VLTA,Volta Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
5786,VLY,Valley National Bancorp Common Stock,Finance,Major Banks
5789,VMC,Vulcan Materials Company (Holding Company) Common Stock,,
5794,VMEO,Vimeo Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5795,VMGA,VMG Consumer Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5797,VMI,Valmont Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
5798,VMO,Invesco Municipal Opportunity Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
5799,VMW,Vmware Inc. Common stock Class A,Technology,Computer Software: Prepackaged Software
5800,VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5801,VNO,Vornado Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
5808,VOR,Vor Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5809,VORB,Virgin Orbit Holdings Inc. Common Stock,,
5811,VOXX,VOXX International Corporation Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
5812,VOYA,Voya Financial Inc. Common Stock,Finance,Investment Managers
5817,VPG,Vishay Precision Group Inc. Common Stock,Industrials,Industrial Machinery/Components
5818,VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
5819,VRA,Vera Bradley Inc. Common Stock,Consumer Discretionary,Apparel
5820,VRAR,The Glimpse Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
5821,VRAY,ViewRay Inc. Common Stock,Health Care,Industrial Specialties
5822,VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5823,VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5824,VRE,Veris Residential Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5825,VREX,Varex Imaging Corporation Common Stock,Health Care,Medical Electronics
5826,VRM,Vroom Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
5827,VRME,VerifyMe Inc. Common Stock,Technology,Security Systems Services
5828,VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5829,VRNT,Verint Systems Inc. Common Stock,Technology,EDP Services
5830,VRPX,Virpax Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5831,VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Other Consumer Services
5832,VRSK,Verisk Analytics Inc. Common Stock,Consumer Discretionary,Business Services
5833,VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
5834,VRT,Vertiv Holdings LLC Class A Common Stock,Consumer Discretionary,Electrical Products
5835,VRTS,Virtus Investment Partners Inc. Common Stock,Finance,Investment Managers
5836,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5837,VSAC,Vision Sensing Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5839,VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
5840,VSEC,VSE Corporation Common Stock,,
5841,VSH,Vishay Intertechnology Inc. Common Stock,Technology,Industrial Machinery/Components
5842,VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5843,VSTO,Vista Outdoor Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
5844,VTGN,VistaGen Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5845,VTIQ,VectoIQ Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
5848,VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,Finance Companies
5849,VTNR,Vertex Energy Inc Common Stock,Energy,Oilfield Services/Equipment
5850,VTOL,Bristow Group Inc. Common Stock,Industrials,Metal Fabrications
5851,VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5852,VTRS,Viatris Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5853,VTSI,VirTra Inc. Common Stock,Industrials,Military/Government/Technical
5854,VTVT,vTv Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5855,VTYX,Ventyx Biosciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5856,VUZI,Vuzix Corporation Common Stock,Technology,Industrial Machinery/Components
5857,VVI,Viad Corp Common Stock,Consumer Discretionary,Business Services
5858,VVOS,Vivos Therapeutics Inc. Common Stock,Health Care,Medical Specialities
5859,VVR,Invesco Senior Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
5860,VVV,Valvoline Inc. Common Stock,Industrials,Automotive Aftermarket
5861,VVX,V2X Inc. Common Stock,,
5862,VWE,Vintage Wine Estates Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
5864,VXRT,Vaxart Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5865,VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5866,VYNE,VYNE Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5867,VYNT,Vyant Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5868,VZ,Verizon Communications Inc. Common Stock,Telecommunications,Telecommunications Equipment
5869,VZIO,VIZIO Holding Corp. Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
5870,W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
5871,WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,Railroads
5872,WABC,Westamerica Bancorporation Common Stock,Finance,Major Banks
5873,WAFD,Washington Federal Inc. Common Stock,Finance,Major Banks
5875,WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks
5879,WASH,Washington Trust Bancorp Inc. Common Stock,Finance,Major Banks
5880,WAT,Waters Corporation Common Stock,Health Care,Medical Specialities
5881,WATT,Energous Corporation Common Stock,Industrials,Industrial Machinery/Components
5882,WAVD,WaveDancer Inc. Common Stock,Technology,EDP Services
5883,WAVS,Western Acquisition Ventures Corp. Common Stock,Industrials,Consumer Electronics/Appliances
5884,WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
5885,WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Telecommunications,Cable & Other Pay Television Services
5886,WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
5889,WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
5891,WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
5892,WDAY,Workday Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
5893,WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
5894,WDFC,WD-40 Company Common Stock,Industrials,Industrial Specialties
5896,WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
5897,WELL,Welltower Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5898,WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,Restaurants
5899,WERN,Werner Enterprises Inc. Common Stock,Industrials,Trucking Freight/Courier Services
5901,WEST,Westrock Coffee Company Common Stock,Consumer Staples,Specialty Foods
5903,WEX,WEX Inc. common stock,Technology,EDP Services
5904,WEYS,Weyco Group Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
5905,WFC,Wells Fargo & Company Common Stock,Finance,Major Banks
5914,WFCF,Where Food Comes From Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5916,WGO,Winnebago Industries Inc. Common Stock,Industrials,Homebuilding
5917,WHF,WhiteHorse Finance Inc. Common Stock,Finance,Finance Companies
5918,WHG,Westwood Holdings Group Inc Common Stock,Finance,Investment Managers
5919,WHLM,Wilhelmina International Inc. Common Stock,Consumer Discretionary,Business Services
5920,WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5923,WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
5925,WINA,Winmark Corporation Common Stock,Miscellaneous,Diversified Commercial Services
5926,WING,Wingstop Inc. Common Stock,Consumer Discretionary,Restaurants
5927,WINT,Windtree Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5928,WINV,WinVest Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
5931,WIRE,Encore Wire Corporation Common Stock,Industrials,Metal Fabrications
5932,WISA,WiSA Technologies Inc. Common Stock,Technology,Electronic Components
5933,WISH,ContextLogic Inc. Class A Common Stock,Consumer Discretionary,Durable Goods
5935,WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
5936,WKHS,Workhorse Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
5937,WLDN,Willdan Group Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
5938,WLFC,Willis Lease Finance Corporation Common Stock,Industrials,Aerospace
5939,WLK,Westlake Corporation Common Stock,Industrials,Major Chemicals
5941,WLY,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
5942,WLYB,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
5943,WM,Waste Management Inc. Common Stock,Utilities,Environmental Services
5944,WMB,Williams Companies Inc. (The) Common Stock,Utilities,Natural Gas Distribution
5945,WMC,Western Asset Mortgage Capital Corporation Common Stock,Real Estate,Real Estate Investment Trusts
5946,WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
5947,WMK,Weis Markets Inc. Common Stock,Consumer Staples,Food Chains
5948,WMPN,William Penn Bancorporation Common Stock,Finance,Savings Institutions
5949,WMS,Advanced Drainage Systems Inc. Common Stock,Industrials,Building Products
5950,WMT,Walmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
5951,WNC,Wabash National Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
5952,WNEB,Western New England Bancorp Inc. Common Stock,Finance,Savings Institutions
5953,WOLF,Wolfspeed Inc. Common Stock,Technology,Semiconductors
5954,WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,Miscellaneous,Diversified Commercial Services
5955,WOR,Worthington Industries Inc. Common Stock,Consumer Discretionary,Aerospace
5956,WORX,SCWorx Corp. Common Stock,Health Care,Managed Health Care
5957,WOW,WideOpenWest Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
5959,WRAP,Wrap Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
5960,WRB,W.R. Berkley Corporation Common Stock,Finance,Property-Casualty Insurers
5965,WRLD,World Acceptance Corporation Common Stock,Finance,Finance: Consumer Services
5966,WSBC,WesBanco Inc. Common Stock,Finance,Major Banks
5968,WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,Savings Institutions
5969,WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services
5970,WSFS,WSFS Financial Corporation Common Stock,Finance,Major Banks
5971,WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Other Specialty Stores
5972,WSO,Watsco Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
5975,WST,West Pharmaceutical Services Inc. Common Stock,Health Care,Medical/Dental Instruments
5976,WT,WisdomTree Inc. Common Stock,Finance,Investment Managers
5977,WTBA,West Bancorporation Common Stock,Finance,Major Banks
5978,WTER,The Alkaline Water Company Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
5979,WTFC,Wintrust Financial Corporation Common Stock,Finance,Major Banks
5982,WTI,W&T Offshore Inc. Common Stock,Energy,Oil & Gas Production
5983,WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,Property-Casualty Insurers
5984,WTMA,Welsbach Technology Metals Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
5985,WTMAR,Welsbach Technology Metals Acquisition Corp. one right to receive 1/10th of a share of common stock,Finance,Business Services
5986,WTRG,Essential Utilities Inc. Common Stock,Utilities,Water Supply
5987,WTS,Watts Water Technologies Inc. Class A Common Stock,Industrials,Office Equipment/Supplies/Services
5988,WTT,Wireless Telecom Group  Inc. Common Stock,Telecommunications,Telecommunications Equipment
5989,WTTR,Select Energy Services Inc. Class A Common Stock,Energy,Oil & Gas Production
5990,WU,Western Union Company (The) Common Stock,Consumer Discretionary,Business Services
5991,WULF,TeraWulf Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
5992,WVVI,Willamette Valley Vineyards Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
5994,WW,WW International Inc. Common Stock,Consumer Discretionary,Other Consumer Services
5997,WWD,Woodward Inc. Common Stock,Industrials,Military/Government/Technical
5998,WWE,World Wrestling Entertainment Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
