...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
3220,SOHO,Sotherly Hotels Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Sotherly Hotels Inc. is a self-managed, self-managed lodging REIT that focuses on acquiring, renovating, upgrading, and repositioning luxury full-service hotels to upscale hotels in the southern United States. The company is headquartered in Williamsburg, Virginia.","NASDAQ",2022-09-30,74745000,2.602,0.309,0,0.13,9.14,0.0734,0.1,0.023,0.299,159612000,30694600,0,0.105
3221,SOI,Solaris Oilfield Infrastructure Inc,TECHNOLOGY,Industrials,OIL & GAS FIELD MACHINERY & EQUIPMENT,Metal Fabrications,"Solaris Oilfield Infrastructure, Inc. designs, manufactures and leases proppant and mobile chemical handling systems to unload, store and deliver proppant and chemicals to oil and natural gas well sites in the United States. The company is headquartered in Houston, Texas.",NYSE,2022-09-30,515472000,6.75,0.0388,0.42,0.51,8.99,0.0603,0.134,0.054,0.0868,281900000,44175000,7.83,0.87
3222,SON,Sonoco Products Company,MANUFACTURING,Industrials,PAPERBOARD CONTAINERS & BOXES,Containers/Packaging,"Sonoco Products Company manufactures and sells industrial and consumer packaging products in North and South America, Europe, Australia, and Asia. The company is headquartered in Hartsville, South Carolina.",NYSE,2022-09-30,6081836000,19.78,0.0326,1.88,4.39,71.52,0.0619,0.108,0.0799,0.231,7013717000,1061910000,0.107,0.336
3223,SOND,Sonder Holdings Inc,REAL ESTATE & CONSTRUCTION,NA,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",NA,"Sonder Holdings Inc. is engaged in the hospitality business. The company is headquartered in San Francisco, California.","NASDAQ",2022-09-30,377242000,0.198,0,0,0.53,2.73,-0.419,-0.7,-0.209,-8,412977000,-111229000,0,0.846
3224,SONM,Sonim Technologies Inc,MANUFACTURING,Telecommunications,TELEPHONE & TELEGRAPH APPARATUS,Telecommunications Equipment,"Sonim Technologies, Inc. provides rugged mobile phones and accessories for task workers. The company is headquartered in Austin, Texas.","NASDAQ",2022-09-30,19777500,0.509,0,0,-2.905,2.714,-0.402,-0.397,-0.363,-1.487,61641000,6914000,0,0.419
3225,SONN,Sonnet Biotherapeutics Holdings Inc,TRADE & SERVICES,Health Care,SERVICES-MANAGEMENT CONSULTING SERVICES,Biotechnology: Commercial Physical & Biological Resarch,"Sonnet BioTherapeutics Holdings, Inc., an oncology-focused biotech company, develops a platform for single-acting or bispecific biologics. The company is headquartered in Princeton, New Jersey.","NASDAQ",2022-06-30,7730500,0.177,0,0,-0.601,0.195,0,-3,-1,-8,770820,-15728114,0,0
3226,SONO,Sonos Inc,MANUFACTURING,Consumer Discretionary,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,Consumer Electronics/Video Chains,"Sonos, Inc. designs, develops, manufactures, and sells multi-room audio products in the Americas, Europe, the Middle East, Africa, and Asia Pacific. The company is headquartered in Santa Barbara, California.","NASDAQ",2022-09-30,2299351000,4.425,0,0,0.5,13.72,0.0385,0.0517,0.0486,0.119,1752336000,796367000,-0.5,-0.12
3227,SOPA,Society Pass Inc,TRADE & SERVICES,Technology,"SERVICES-BUSINESS SERVICES, NEC",EDP Services,"Society Pass Incorporated is dedicated to the acquisition and operation of e-commerce platforms for consumers and merchants in Southeast Asia. The company is headquartered in Carson City, Nevada.","NASDAQ",2022-09-30,43457100,1.081,0,0,-2.952,0.158,0,-3,-1,-2.324,3413500,-190798,0,10
3228,SOTK,Sono-Tek Corp,MANUFACTURING,Industrials,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Industrial Machinery/Components,"Sono-Tek Corporation designs and manufactures ultrasonic coating systems for application to parts and components for the global microelectronics / electronics, alternative energy, medical, industrial, and research and development / other markets. The company is headquartered in Milton, New York.","NASDAQ",2022-08-31,91979000,0.91,0,0,0.09,1.098,0.0812,0.0961,0.0572,0.104,17232600,8612600,-0.5,-0.075
3229,SOUN,SoundHound AI Inc,REAL ESTATE & CONSTRUCTION,Technology,BLANK CHECKS,EDP Services,"SoundHound AI, Inc. develops an independent voice artificial intelligence (AI) platform that enables businesses in all industries to deliver high-quality conversational experiences to their customers. The company is headquartered in Santa Clara, California.","NASDAQ",2022-09-30,267185000,0.024,0,0,-6.96,0.386,0,-3,-0.98,0,26779000,7154000,0,1.777
3230,SOVO,Sovos Brands Inc,MANUFACTURING,Consumer Discretionary,FOOD AND KINDRED PRODUCTS,Specialty Foods,NA,"NASDAQ",2022-09-30,1471016000,4.946,0,0,-0.067,8,-0.0355,0.0556,0.0237,-0.0806,805517000,221090000,-0.733,0.169
3231,SP,SP Plus Corp,TRADE & SERVICES,Consumer Discretionary,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),Other Consumer Services,"SP Plus Corporation provides parking management, ground transportation, baggage, and other ancillary services in North America. The company is headquartered in Chicago, Illinois.","NASDAQ",2022-09-30,720372000,10.38,0,0,2.28,42.81,0.0546,0.11,0.057,0.23,902700000,185400000,0.259,0.298
3232,SPB,Spectrum Brands Holdings Inc,MANUFACTURING,NA,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",NA,"Spectrum Brands Holdings, Inc. is a global branded consumer products company. The company is headquartered in Middleton, Wisconsin.",NYSE,2022-09-30,2719708000,30.96,0.0345,1.68,1.745,76.59,0.0229,0.0216,0.0076,-5.65,3132500000,991600000,-0.694,-0.011
3233,SPFI,South Plains Financial Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"South Plains Financial, Inc. is a bank holding company for City Bank providing commercial and consumer financial services to small and medium-sized businesses and individuals. The company is headquartered in Lubbock, Texas.","NASDAQ",2022-09-30,528184000,20.03,0.0158,0.43,3.33,12.69,0.27,0.338,0.0155,0.163,222867000,221151000,0.049,-0.003
3234,SPG,Simon Property Group Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Simon Property Group, Inc. is a real estate investment trust that invests in shopping malls, outlet centers, and community/lifestyle centers. It is the largest owner of shopping malls in the United States and is headquartered in Indianapolis, Indiana.",NYSE,2022-09-30,44664902000,9.11,0.0622,6.75,6,15.89,0.378,0.477,0.0466,0.532,5215587000,4143625000,-0.204,0.015
3235,SPGI,S&P Global Inc,TRADE & SERVICES,Finance,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",Advertising,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics.",NYSE,2022-09-30,117222834000,60,0.0097,3.24,11.7,34.9,0.338,0.404,0.0686,0.166,10332000000,6102000000,-0.442,0.371
3236,SPH,Suburban Propane Partners LP,TRADE & SERVICES,Utilities,RETAIL-MISCELLANEOUS RETAIL,Other Specialty Stores,"Suburban Propane Partners, LP, is engaged in the marketing and retail distribution of propane, fuel oil, and refined fuels. The company is headquartered in Whippany, New Jersey.",NYSE,2022-09-30,1018312000,7.9,0.0797,1.3,2.18,23.75,0.0931,0.137,0.0621,0.303,1501465000,346931000,0.356,0.141
3237,SPLK,Splunk Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Splunk Inc. provides software and cloud solutions that deliver and operationalize insights from data generated by digital systems in the United States and internationally. The company is headquartered in San Francisco, California.","NASDAQ",2022-10-31,14421728000,1.392,0,0,-7.29,18.95,-0.329,-0.243,-0.0822,-4.429,3038704000,1939695000,0,0.319
3238,SPNE,SeaSpine Holdings Corp,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Medical Specialities,"SeaSpine Holdings Corporation, a medical technology company, focuses on the design, development, and commercialization of surgical solutions for the treatment of spinal disorders in the United States and internationally. The company is headquartered in Carlsbad, California.","NASDAQ",2022-09-30,296001000,7.38,0,0,-1.626,6.25,-0.282,-0.254,-0.0953,-0.216,229747000,118833000,0,0.446
3239,SPOK,Spok Holdings Inc,TECHNOLOGY,Technology,RADIOTELEPHONE COMMUNICATIONS,Retail: Computer Software & Peripheral Equipment,"Spok Holdings, Inc., through its subsidiary, Spok, Inc., provides healthcare communication solutions in the United States, Europe, Canada, Australia, Asia, and the Middle East. The company is headquartered in Springfield, Virginia.","NASDAQ",2022-09-30,157630000,7.78,0.152,1.062,-1.391,6.92,-0.14,-0.0123,-0.0042,-0.11,135822000,92897000,0,-0.059
3240,SPPI,Spectrum Pharmaceuticals Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Spectrum Pharmaceuticals, Inc., a biopharmaceutical company, develops and markets pharmaceuticals for oncology and hematology. The company is headquartered in Henderson, Nevada.","NASDAQ",2022-09-30,95507000,0.18,0,0,-0.86,1.002,0,0,-0.436,-1.841,109333000,0,0,0
3241,SPR,Spirit Aerosystems Holdings Inc,MANUFACTURING,Industrials,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",Military/Government/Technical,"Spirit AeroSystems Holdings, Inc. designs and manufactures commercial aerostructures worldwide. The company is headquartered in Wichita, Kansas.",NYSE,2022-09-30,2883960000,2.144,0.0015,0.04,-4.05,45.74,-0.0885,-0.0373,-0.0154,-2.231,4779600000,-105800000,-0.208,0.303
3243,SPRO,Spero Therapeutics Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Spero Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on identifying, developing, and commercializing novel treatments for multidrug resistant (MDR) bacterial infections and rare diseases in the United States. The company is headquartered in Cambridge, Massachusetts.","NASDAQ",2022-09-30,99410000,0.758,0,0,-3.255,0.263,0,-3,-0.501,-1.419,8812000,-42107000,0,-0.345
3244,SPSC,SPS Commerce Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"SPS Commerce, Inc. provides cloud-based supply chain management solutions globally. The company is headquartered in Minneapolis, Minnesota.","NASDAQ",2022-09-30,5231813000,14.09,0,0,1.42,11.96,0.12,0.157,0.0687,0.106,431613000,253598000,0.387,0.17
3245,SPT,Sprout Social Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"Sprout Social, Inc. designs, develops, and operates a web-based social media management tool in the Americas, EMEA, and Asia Pacific. The company is headquartered in Chicago, Illinois.","NASDAQ",2022-09-30,3401071000,2.548,0,0,-0.594,4.368,-0.203,-0.203,-0.114,-0.335,237433000,141071000,0,0.33
3247,SPTN,SpartanNash Co,TRADE & SERVICES,Consumer Discretionary,"WHOLESALE-GROCERIES, GENERAL LINE",Food Distributors,"SpartanNash Company distributes and retails food products. The company is headquartered in Grand Rapids, Michigan.","NASDAQ",2022-09-30,1190801000,22.07,0.0255,0.83,1.54,186,0.006,0.0101,0.026,0.0726,9427487000,1403879000,-0.381,0.108
3248,SPWH,Sportsmans,TRADE & SERVICES,Consumer Discretionary,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,Other Specialty Stores,"Sportsman's Warehouse Holdings, Inc., is an outdoor sporting goods retailer in the United States. The company is headquartered in West Jordan, Utah.","NASDAQ",2022-08-31,379740000,7.2,0,0,2.19,34.04,0.0656,0.0553,0.0633,0.378,1477828000,490297000,-0.129,-0.03
3249,SPWR,SunPower Corporation,MANUFACTURING,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,SunPower Corporation offers solar solutions globally.,"NASDAQ",2022-09-30,4265742000,3.202,0,0,0.51,10.27,0.0385,-0.0311,-0.022,0.2,1783054000,221607000,-0.947,0.679
3250,SPXC,SPX Corp,TECHNOLOGY,Industrials,METALWORKG MACHINERY & EQUIPMENT,Industrial Machinery/Components,"SPX Corporation supplies infrastructure equipment for the heating, ventilation and cooling (HVAC), sensing and measurement, power transmission and generation, and industrial markets in the United States, China, South Africa, the United Kingdom, and internationally. The company is headquartered in Charlotte, North Carolina.",NYSE,2022-09-30,3140045000,23.88,0,0,1,30.44,0.0245,0.053900000000000003,0.0187,0.0458,1381600000,431800000,-0.991,0.297
3251,SQ,Block Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Square, Inc. creates tools that allow merchants to accept card payments; they also provide reports and analysis, and next day settlement. The company is headquartered in San Francisco, California.",NYSE,2022-09-30,40776479000,27.66,0,0,-0.167,31.13,-0.0297,-0.022,-0.0109,-0.0529,16959219000,4419823000,-0.998,0.174
3252,SQFT,Presidio Property Trust,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,The Company is an internally managed diversified REIT (formerly called NetREIT).,"NASDAQ",2022-09-30,13505300,4.063,0.291,0.335,-0.547,1.505,-0.161,0.0214,0.0011,0.0096,17625600,13047900,0,0.004
3253,SQL,SeqLL Inc,LIFE SCIENCES,Health Care,LABORATORY ANALYTICAL INSTRUMENTS,Medical Specialities,NA,"NASDAQ",2022-09-30,5022000,0.464,0,0,-0.36,0.01,0,-3,-0.189,-0.568,113620,152310,0,-0.508
3254,SQZ,SQZ Biotechnologies Company,LIFE SCIENCES,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Medicinal Chemicals and Botanical Products,"SQZ Biotechnologies Company, a clinical-stage biotechnology company, develops transformative cell therapies for patients with cancer, infectious diseases, and other serious conditions. The company is headquartered in Watertown, Massachusetts.",NYSE,2022-09-30,52422000,2.336,0,0,-2.726,0.769,0,-3,-0.246,-8,21885000,-43050000,0,-0.274
3255,SR,Spire Inc,ENERGY & TRANSPORTATION,Utilities,"NATURAL GAS DISTRIBUTION",Oil/Gas Transmission,"Spire Inc. engages in the purchase, retail distribution, and sale of natural gas to residential, commercial, industrial, and other end-users of natural gas in the United States. The company is headquartered in St. Louis, Missouri.",NYSE,2022-09-30,3608836000,49.08,0.0391,2.74,3.95,42.28,0.1,0.177,0.025,0.0806,2198500000,825000000,-0.079,0.083
3256,SRAX,SRAX Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-ADVERTISING AGENCIES,Advertising,"SRAX, Inc., a technology company, focused on improving communications between public companies and their shareholders and investors in the United States. The company is headquartered in Westlake Village, California.","NASDAQ",2022-09-30,45262100,0.798,0,0,0.07,1.134,-1,-0.0032,-0.0013,-0.809,26707000,20186000,-0.948,2.186
3257,SRC,Spirit Realty Capital Inc,REAL ESTATE & CONSTRUCTION,Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,Real Estate Investment Trusts,"Spirit Realty Capital, Inc. (NYSE: SRC) is a premier net lease REIT that primarily invests in operationally essential single tenant real estate assets, subject to long-term leases.",NYSE,2022-09-30,5760975000,31.18,0.0643,2.577,1.89,5.22,0.381,0.462,0.0259,0.0622,682271000,583453000,0.696,0.199
3258,SRCE,1st Source Corporation,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"1st Source Corporation is the holding company of 1st Source Bank providing commercial and consumer banking services, trust and wealth advisory services, and insurance to individual and commercial clients. The company is headquartered in South Bend, Indiana.","NASDAQ",2022-09-30,1389433000,33.5,0.0227,1.26,4.7,13.64,0.348,0.462,0.0146,0.127,337105000,340221000,0.021,-0.025
3259,SRCL,Stericycle Inc,ENERGY & TRANSPORTATION,Utilities,HAZARDOUS WASTE MANAGEMENT,Environmental Services,"Stericycle, Inc. provides regulatory and compliance solutions in the United States, Europe, and internationally. The company is headquartered in Bannockburn, Illinois.","NASDAQ",2022-09-30,4961354000,25.19,0,0,0.07,29.25,0.0026,0.0644,0.02,0.0034,2691700000,1004500000,-0.655,0.064
3260,SRDX,SurModics Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Surmodics, Inc. provides surface modification technologies for intravascular medical devices and chemical components for microarray and in vitro diagnostic immunoassay tests in the United States and internationally. The company is headquartered in Eden Prairie, Minnesota.","NASDAQ",2022-09-30,505300000,7.73,0,0,-0.761,7.18,-0.273,-0.221,-0.0782,-0.22,99951000,29000000,4.358,0.084
3261,SRE,Sempra Energy,ENERGY & TRANSPORTATION,Utilities,GAS & OTHER SERVICES COMBINED,Oil/Gas Transmission,"Sempra Energy is a North American energy infrastructure company based in San Diego, California. Sempra Energy's focus is on electric and natural gas infrastructure. Its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDG&E) in Southern California; Oncor Electric Delivery Company (Oncor) in Texas; Sempra LNG; and IEnova, based in Mexico.",NYSE,2022-09-30,52157272000,60,0.0281,4.535,7.15,46.89,0.155,0.206,0.0262,0.096,14828000000,4705000000,0.292,0.2
3262,SRG,Seritage Growth Properties,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE,Real Estate Investment Trusts,"Seritage Growth Properties is a publicly traded, self-managed and self-managed REIT with 166 wholly owned properties and 29 unconsolidated properties totaling approximately 30.",NYSE,2022-09-30,698034000,11.22,0.124,0,-1.785,0.93,-1,-2.595,-0.0309,-0.172,43362000,27194000,0,-0.096
