Symbol,Name,sectorCombo,industryCombo,Exchange,marketCapDecile,BookValue,dividends,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
SEM,Select Medical Holdings,"LIFE SCIENCES,Health Care","SERVICES-HOSPITALS,Hospital/Nursing Management",NYSE,80-87% Market Cap[5bn - 10bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",MEDIUM DIV YIELD <0.01840000 - 0.03486667>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","LARGE EARNINGS DECREASE, 0-13% [-0.99900,-0.50000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SENEA,Seneca Foods Corp A,"MANUFACTURING,Consumer Staples","CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES,Packaged Foods","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",NO DIVIDEND,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","VERY HIGH RPS 88-100% [59.50480, 9511.72000]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","MODERATE EARNINGS INCREASE, 79-90% [0.250000,1.000000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SENEB,Seneca Foods Corp B,"MANUFACTURING,Consumer Staples","CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES,Packaged Foods","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",NO DIVIDEND,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","VERY HIGH RPS 88-100% [59.50480, 9511.72000]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","MODERATE EARNINGS INCREASE, 79-90% [0.250000,1.000000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SENS,Senseonics Holdings Inc,"LIFE SCIENCES,Health Care","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL,Biotechnology: Electromedical & Electrotherapeutic Apparatus",NYSE MKT,50-63% Market Cap[600m - 1.5bn appx,"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","LOW RPS 12-26% RPS [0.0000, 1.04600]","VERY HIGH POS PM, 86-100% [0.29880, 0.77754]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]",ZERO ROE 41-49% [0],"NO CHANGE IN EARNINGS, 30-67% [0]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SERA,Sera Prognostics Inc,"LIFE SCIENCES,Health Care","SERVICES-MEDICAL LABORATORIES,Precision Instruments","NASDAQ",15-33% Market Cap[50-200 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","LOW RPS 12-26% RPS [0.0000, 1.04600]","ZERO PM, 26-48% [0.00000]","HIGHLY NEGATIVE OP.MARGIN, 0-6% [-1558.540000,-5.944000]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","LARGE REVENUE INCREASE, 90-100% [1.007000,136058.690000]"
SESN,Sesen Bio Inc,"LIFE SCIENCES,Health Care","PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations","NASDAQ",33-50% Market Cap[200-600 million appx],"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","LOW RPS 12-26% RPS [0.0000, 1.04600]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","SLIGHT NEGATIVE ROA, 25-40% [-0.104000,0.000000]","SLIGHT NEGATIVE ROE, 33-41% [-0.151940,0.000000]","LARGE EARNINGS DECREASE, 0-13% [-0.99900,-0.50000]","NO CHANGE IN REVENUE, 24-37% [0]"
SEVN,Seven Hills Realty Trust,"REAL ESTATE & CONSTRUCTION,Real Estate","REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts","NASDAQ",33-50% Market Cap[200-600 million appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",HIGH DIV YIELD <0.03486667 - 1.38000000,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","VERY HIGH POS PM, 86-100% [0.29880, 0.77754]","HIGHLY POSITIVE OP.MARGIN, 95-100% [0.500000,102910.000000]","MODERATE POSITIVE ROA, 76%-90% [0.048432,0.097400]","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","MODERATE EARNINGS INCREASE, 79-90% [0.250000,1.000000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SF,Stifel Financial Corporation,"FINANCE,Finance","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES,Investment Bankers/Brokers/Service",NYSE,87-94% Market Cap[10bn - 30bn appx],"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",MEDIUM DIV YIELD <0.01840000 - 0.03486667>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","HIGH RPS 69-88%[20.59160, 59.50480]","MODERATE TO HIGH POS PM, 70-86% [0.13000,0.255000]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","MODERATE EARNINGS DECREASE, 13-22% [-0.50000,-0.20096]","MODERATE REVENUE DECREASE, 8-17% [-0.200000,-0.050000]"
SFBC,Sound Financial Bancorp Inc,"FINANCE,Finance","SAVINGS INSTITUTION, FEDERALLY CHARTERED,Savings Institutions","NASDAQ",33-50% Market Cap[200-600 million appx],"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",LOW DIV YIELD <0.0002 - 0.0184>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","MODERATE TO HIGH POS PM, 70-86% [0.13000,0.255000]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","NO CHANGE IN EARNINGS, 30-67% [0]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SFBS,ServisFirst Bancshares Inc,"FINANCE,Finance","STATE COMMERCIAL BANKS,Major Banks",NYSE,80-87% Market Cap[5bn - 10bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",LOW DIV YIELD <0.0002 - 0.0184>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","VERY HIGH POS PM, 86-100% [0.29880, 0.77754]","HIGHLY POSITIVE OP.MARGIN, 95-100% [0.500000,102910.000000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","SLIGHT EARNINGS INCREASE, 67-79% [0.000294,0.250000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SFE,Safeguard Scientifics Inc. Common Stock,"REAL ESTATE & CONSTRUCTION,Finance","INVESTORS, NEC,Finance/Investors Services","NASDAQ",33-50% Market Cap[200-600 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",HIGH DIV YIELD <0.03486667 - 1.38000000,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","NEGATIVE RPS, 0-13%[-14.4500, 0.0000]","ZERO PM, 26-48% [0.00000]","ZERO OP.MARGIN, 32-44% [0]","SLIGHT NEGATIVE ROA, 25-40% [-0.104000,0.000000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","NO CHANGE IN REVENUE, 24-37% [0]"
SFIX,Stitch Fix,"TRADE & SERVICES,Consumer Discretionary","RETAIL-CATALOG & MAIL-ORDER HOUSES,Apparel","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"SLIGHT EPS LOSS, 20% - 37% [-0.9172 , -0.003376]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","SLIGHT NEGATIVE OP.MARGIN, 20-32% [-0.241600,0.000000]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","SLIGHT EARNINGS DECREASE, 22-30% [-0.20096,0,00000]","MODERATE REVENUE DECREASE, 8-17% [-0.200000,-0.050000]"
SFM,Sprouts Farmers Market LLC,"TRADE & SERVICES,Consumer Discretionary","RETAIL-GROCERY STORES,Specialty Foods","NASDAQ",80-87% Market Cap[5bn - 10bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",NO DIVIDEND,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","MODERATE POSITIVE ROA, 76%-90% [0.048432,0.097400]","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","SLIGHT EARNINGS INCREASE, 67-79% [0.000294,0.250000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SFNC,Simmons First National Corporation,"FINANCE,Finance","NATIONAL COMMERCIAL BANKS,Major Banks","NASDAQ",80-87% Market Cap[5bn - 10bn appx],"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",MEDIUM DIV YIELD <0.01840000 - 0.03486667>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","VERY HIGH POS PM, 86-100% [0.29880, 0.77754]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","SLIGHT EARNINGS DECREASE, 22-30% [-0.20096,0,00000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SFST,Southern First Bancshares Inc,"FINANCE,Finance","NATIONAL COMMERCIAL BANKS,Major Banks","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",NO DIVIDEND,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","VERY HIGH POS PM, 86-100% [0.29880, 0.77754]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","MODERATE EARNINGS DECREASE, 13-22% [-0.50000,-0.20096]","MODERATE REVENUE DECREASE, 8-17% [-0.200000,-0.050000]"
SFT,Shift Technologies Inc.,"TRADE & SERVICES,Consumer Discretionary","RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other Specialty Stores","NASDAQ",Bottom 15% by Market Cap[<50 million appx],"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","HIGHLY NEGATIVE ROA, 0-13% [-4.993000,-0.266000]","HIGHLY NEGATIVE ROE, 0-12% [-99999.990000,-0.968320]","NO CHANGE IN EARNINGS, 30-67% [0]","MODERATE REVENUE DECREASE, 8-17% [-0.200000,-0.050000]"
SGA,Saga Communications Inc,"TECHNOLOGY,Consumer Discretionary","RADIO BROADCASTING STATIONS,Broadcasting","NASDAQ",33-50% Market Cap[200-600 million appx],"VERY HIGH BOOK VALUE 80-100% [24.74000,4093.80000]",HIGH DIV YIELD <0.03486667 - 1.38000000,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","SLIGHT EARNINGS INCREASE, 67-79% [0.000294,0.250000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SGBX,SG Blocks Inc,"TRADE & SERVICES,Industrials","WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,Metal Fabrications","NASDAQ",Bottom 15% by Market Cap[<50 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","SLIGHT NEGATIVE OP.MARGIN, 20-32% [-0.241600,0.000000]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","LARGE REVENUE DECREASE, 0-8% [-1.000000,-0.200000]"
SGC,Superior Uniform Group Inc,"MANUFACTURING,Unspecified","APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,Unspecified","NASDAQ",33-50% Market Cap[200-600 million appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",HIGH DIV YIELD <0.03486667 - 1.38000000,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT NEGATIVE ROE, 33-41% [-0.151940,0.000000]","LARGE EARNINGS DECREASE, 0-13% [-0.99900,-0.50000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SGEN,Seagen Inc,"LIFE SCIENCES,Health Care","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES),Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",94-99% Market Cap[30bn - 150bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",NO DIVIDEND,"HIGH EPS LOSS,0-5% [-201.8000, -3.5230]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","LARGE EARNINGS INCREASE, 90-100% [1.000000,45664.500000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SGHT,Sight Sciences Inc,"LIFE SCIENCES,Health Care","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Medical Specialities","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","MODERATE RPS 26-69% [1.04600, 20.59160]","MODERATE TO HIGH NEG PM 0-10% [-2.97400, -0.361400]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SGII,Seaport Global Acquisition II Corp,"REAL ESTATE & CONSTRUCTION,Industrials","BLANK CHECKS,Consumer Electronics/Appliances","NASDAQ",33-50% Market Cap[200-600 million appx],"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","NEGATIVE RPS, 0-13%[-14.4500, 0.0000]","ZERO PM, 26-48% [0.00000]","ZERO OP.MARGIN, 32-44% [0]",ZERO ROA 40-45% [0],ZERO ROE 41-49% [0],"NO CHANGE IN EARNINGS, 30-67% [0]","NO CHANGE IN REVENUE, 24-37% [0]"
SGLY,Singularity Future Technology Ltd,"ENERGY & TRANSPORTATION,Consumer Discretionary","ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,Oil Refining/Marketing","NASDAQ",Bottom 15% by Market Cap[<50 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","LOW RPS 12-26% RPS [0.0000, 1.04600]","ZERO PM, 26-48% [0.00000]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","LARGE REVENUE DECREASE, 0-8% [-1.000000,-0.200000]"
SGMA,SigmaTron International Inc,"MANUFACTURING,Technology","PRINTED CIRCUIT BOARDS,Electrical Products","NASDAQ",15-33% Market Cap[50-200 million appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","VERY HIGH RPS 88-100% [59.50480, 9511.72000]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","LARGE EARNINGS DECREASE, 0-13% [-0.99900,-0.50000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SGMO,Sangamo Therapeutics Inc,"LIFE SCIENCES,Health Care","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES),Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","LOW RPS 12-26% RPS [0.0000, 1.04600]","MODERATE TO HIGH NEG PM 0-10% [-2.97400, -0.361400]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","MODERATE REVENUE DECREASE, 8-17% [-0.200000,-0.050000]"
SGRP,SPAR Group Inc,"TRADE & SERVICES,Consumer Discretionary","SERVICES-BUSINESS SERVICES, NEC,Business Services","NASDAQ",15-33% Market Cap[50-200 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"SLIGHT EPS LOSS, 20% - 37% [-0.9172 , -0.003376]","MODERATE RPS 26-69% [1.04600, 20.59160]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","LARGE EARNINGS INCREASE, 90-100% [1.000000,45664.500000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SGRY,Surgery Partners Inc,"LIFE SCIENCES,Health Care","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC,Managed Health Care","NASDAQ",80-87% Market Cap[5bn - 10bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",NO DIVIDEND,"SLIGHT EPS LOSS, 20% - 37% [-0.9172 , -0.003376]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","NO CHANGE IN EARNINGS, 30-67% [0]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SGTX,Sigilon Therapeutics Inc,"LIFE SCIENCES,Health Care","PHARMACEUTICAL PREPARATIONS,Medicinal Chemicals and Botanical Products","NASDAQ",Bottom 15% by Market Cap[<50 million appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"MODERATE EPS LOSS,5-20% [-3.5230, -0.9172]","LOW RPS 12-26% RPS [0.0000, 1.04600]","ZERO PM, 26-48% [0.00000]","MODERATE NEGATIVE OP.MARGIN, 6-20% [-5.944000,-0.241600]","MODERATE NEGATIVE ROA, 13-25% [-0.266000,-0.104000]","MODERATE NEGATIVE ROE, 12-33% [-0.968320,-0.151940]","NO CHANGE IN EARNINGS, 30-67% [0]","LARGE REVENUE INCREASE, 90-100% [1.007000,136058.690000]"
SGU,Star Gas Partners LP,"TRADE & SERVICES,Utilities","RETAIL-RETAIL STORES, NEC,Oil Refining/Marketing",NYSE,50-63% Market Cap[600m - 1.5bn appx,"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",HIGH DIV YIELD <0.03486667 - 1.38000000,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD POS PM, 48-70% [0.00000, 0.13000]","SLIGHT POSITIVE OP.MARGIN, 44-67% [0.002908,0.130000]","MODERATE POSITIVE ROA, 76%-90% [0.048432,0.097400]","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","SLIGHT EARNINGS INCREASE, 67-79% [0.000294,0.250000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SHAC,SCP & Healthcare Acquisition Co,"REAL ESTATE & CONSTRUCTION,Industrials","BLANK CHECKS,Consumer Electronics/Appliances","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","NEGATIVE RPS, 0-13%[-14.4500, 0.0000]","ZERO PM, 26-48% [0.00000]","ZERO OP.MARGIN, 32-44% [0]","SLIGHT NEGATIVE ROA, 25-40% [-0.104000,0.000000]",ZERO ROE 41-49% [0],"LARGE EARNINGS DECREASE, 0-13% [-0.99900,-0.50000]","NO CHANGE IN REVENUE, 24-37% [0]"
SHAK,Shake Shack Inc,"TRADE & SERVICES,Consumer Discretionary","RETAIL-EATING & DRINKING PLACES,Restaurants",NYSE,80-87% Market Cap[5bn - 10bn appx],"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",NO DIVIDEND,"SLIGHT EPS LOSS, 20% - 37% [-0.9172 , -0.003376]","HIGH RPS 69-88%[20.59160, 59.50480]","SLIGHT TO MOD NEG PM 10-26% [-0.361400, -0.003668]","SLIGHT NEGATIVE OP.MARGIN, 20-32% [-0.241600,0.000000]","SLIGHT NEGATIVE ROA, 25-40% [-0.104000,0.000000]","SLIGHT NEGATIVE ROE, 33-41% [-0.151940,0.000000]","MODERATE EARNINGS INCREASE, 79-90% [0.250000,1.000000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SHBI,Shore Bancshares Inc,"FINANCE,Finance","NATIONAL COMMERCIAL BANKS,Major Banks","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"HIGH BOOK VALUE 50-80% [7.08000,24.74000]",MEDIUM DIV YIELD <0.01840000 - 0.03486667>,"MODERATE POS EPS, 59-89% [1.0000 , 6.10980]","MODERATE RPS 26-69% [1.04600, 20.59160]","MODERATE TO HIGH POS PM, 70-86% [0.13000,0.255000]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","SLIGHT POSITIVE ROA, 40%-76% [0.000000,0.048432","SLIGHT POSITIVE ROE, 49%-70% [0.001918,0.128000","SLIGHT EARNINGS INCREASE, 67-79% [0.000294,0.250000]","MODERATE REVENUE INCREASE, 63-90% [0.150000,1.007000]"
SHC,Sotera Health Co,"LIFE SCIENCES,Health Care","SERVICES-MISC HEALTH & ALLIED SERVICES, NEC,Medical Specialities","NASDAQ",80-87% Market Cap[5bn - 10bn appx],"MODERATE BOOK VALUE 20-50% [1.06966, 7.08000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","MODERATE RPS 26-69% [1.04600, 20.59160]","MODERATE TO HIGH POS PM, 70-86% [0.13000,0.255000]","MODERATE POSITIVE OP.MARGIN, 67-95% [0.130000,0.500000]","MODERATE POSITIVE ROA, 76%-90% [0.048432,0.097400]","MODERATE POSITIVE ROE, 70%-92% [0.128000,0.838760]","SLIGHT EARNINGS DECREASE, 22-30% [-0.20096,0,00000]","SLIGHT REVENUE INCREASE, 37-63% [0.002000,0.150000]"
SHCA,Spindletop Health Acquisition Corp,"REAL ESTATE & CONSTRUCTION,Industrials","BLANK CHECKS,Consumer Electronics/Appliances","NASDAQ",50-63% Market Cap[600m - 1.5bn appx,"LOW BOOK VALUE 1-20% [0.000,1.000]",NO DIVIDEND,"ZERO OR SLIGHT POS EPS , 37-59% [0.0000, 1.0000]","NEGATIVE RPS, 0-13%[-14.4500, 0.0000]","ZERO PM, 26-48% [0.00000]","ZERO OP.MARGIN, 32-44% [0]",ZERO ROA 40-45% [0],ZERO ROE 41-49% [0],"NO CHANGE IN EARNINGS, 30-67% [0]","NO CHANGE IN REVENUE, 24-37% [0]"
